Date	Open	High	Low	Close	Adj Close	Volume
2017-01-03	64.510002	64.980003	63.169998	63.849998	61.929123	2553700
2017-01-04	64.07	64.129997	63.450001	63.82	61.900024	2230300
2017-01-05	63.540001000000004	63.830002	62.209998999999996	62.59	60.70703100000001	2712400
2017-01-06	62.75	63.93	62.52	63.68	61.764236	1368600
2017-01-09	63.610001000000004	64.82	63.610001000000004	64.41999799999999	62.481976	1953700
2017-01-10	64.41999799999999	64.980003	64.120003	64.849998	62.899032999999996	1158300
2017-01-11	64.690002	66.510002	64.5	66.480003	64.480003	3248300
2017-01-12	66.360001	66.629997	65.470001	66.480003	64.480003	2440900
2017-01-13	66.620003	66.699997	66.230003	66.339996	64.344208	1381800
2017-01-17	66.019997	66.129997	64.68	64.949997	62.99602900000001	1484800
2017-01-18	65.209999	66.650002	65.029999	66.5	64.49940500000001	3159700
2017-01-19	66.300003	67.190002	65.599998	65.690002	63.713772	1595300
2017-01-20	65.959999	66.970001	65.849998	66.93	64.91645799999999	1952100
2017-01-23	66.720001	67.199997	66.370003	67.029999	65.01346600000001	1758200
2017-01-24	67.339996	67.959999	67.059998	67.900002	65.857277	1752400
2017-01-25	68.400002	69.019997	68.25	68.82	66.749611	2127900
2017-01-26	68.940002	68.940002	67.58000200000001	67.629997	65.595398	2653900
2017-01-27	67.949997	68.779999	67.83000200000001	68.760002	66.691406	1420400
2017-01-30	68.650002	69.089996	67.769997	69.059998	66.982376	1652100
2017-01-31	68.83000200000001	68.860001	66.849998	67.349998	65.323837	2398700
2017-02-01	67.709999	68.519997	67.370003	68.410004	66.351936	1938000
2017-02-02	67.83000200000001	68.83000200000001	67.440002	68.779999	66.7108	1760500
2017-02-03	69.220001	69.730003	68.489998	69.43	67.341248	1849500
2017-02-06	69.150002	69.43	68.83000200000001	69.16999799999999	67.089073	2244100
2017-02-07	69.279999	69.650002	69.029999	69.620003	67.525543	2322200
2017-02-08	76.5	76.5	73.019997	73.800003	71.579788	11809400
2017-02-09	72.099998	73.5	70.620003	70.93	68.79612	30441100
2017-02-10	70.540001	71.019997	69.760002	70.900002	68.76702900000001	17639800
2017-02-13	71.040001	71.529999	70.410004	70.660004	68.534256	7495900
2017-02-14	70.629997	71.32	70.18	70.779999	68.650635	5362200
2017-02-15	70.959999	72.059998	70.720001	71.900002	69.736946	5638400
2017-02-16	71.550003	71.75	70.970001	71.709999	69.903633	3261500
2017-02-17	71.540001	71.699997	71.059998	71.68	69.874397	2294900
2017-02-21	71.889999	72.529999	71.75	72.480003	70.65424300000001	3901000
2017-02-22	72.510002	73.129997	72.239998	73.040001	71.200127	4322900
2017-02-23	73.040001	73.099998	72.339996	72.709999	70.87844799999999	4276200
2017-02-24	72.239998	72.910004	71.839996	72.83000200000001	70.99542199999999	2793600
2017-02-27	72.709999	73.150002	72.41999799999999	73.129997	71.28785699999999	3338600
